x-coordinate,y-coordinate
2.326152920004806793e-02,4.570184988975430768e-02
2.319113762404804296e-02,4.573762300868282338e-02
2.312068060797541069e-02,4.577326701121080255e-02
2.305015140844941107e-02,4.580876784956088021e-02
2.297959460376233082e-02,4.584421406885856587e-02
2.290900849499047029e-02,4.587960170313111485e-02
2.283831819501592336e-02,4.591478057700416199e-02
2.276757555741265246e-02,4.594985448326632804e-02
2.269681820430574648e-02,4.598489843333255361e-02
2.262599760401472551e-02,4.601981442314975745e-02
2.255510562124516533e-02,4.605458530273658091e-02
2.248415827386623933e-02,4.608924304084378171e-02
2.241317342474805768e-02,4.612382398138819423e-02
