# Forces               
# CofR                 : (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)
# Time                 forces(pressure viscous porous)	moments(pressure viscous porous)
0.0878000              	((-2.319386035598055e+00 -1.052871823365458e+02 -1.627271242964585e-17) (-2.735275349114840e+00 3.646406098694254e-02 1.283789174044105e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-7.926778086586386e-21 -5.359704890844374e-21 6.568993774966646e-02) (9.671994242404724e-20 2.647382606609342e-19 2.022863652299786e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0878000              	((-2.319402404626690e+00 -1.052878829074178e+02 -1.223404899861485e-18) (-2.735288644286946e+00 3.646422923313396e-02 5.712326776887886e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-7.963140302102309e-21 5.663677153550260e-22 6.569029159101923e-02) (4.179114074466239e-20 -4.533612468951511e-20 2.022873633758625e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0878000              	((-2.319362755335065e+00 -1.052861429274009e+02 8.313592314199072e-18) (-2.735257358458800e+00 3.646294851118225e-02 2.016820300849967e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-1.085179414066105e-20 4.279812977487440e-21 6.568924675841951e-02) (1.431606193656020e-19 -8.266712462595809e-21 2.022850295809933e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0878000              	((-2.319383572904250e+00 -1.052870483586600e+02 3.391842447546541e-18) (-2.735275231127308e+00 3.646325065089791e-02 1.959455876020632e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((1.240848598409419e-20 2.036685243126285e-21 6.568973447165646e-02) (1.448269350931443e-19 2.594341328783044e-19 2.022863726209940e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0878000              	((-2.319386424961362e+00 -1.052871363939114e+02 4.710852344707001e-18) (-2.735276138995478e+00 3.646329634534296e-02 -2.759696859408496e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((9.211269049300751e-22 2.151084328697212e-21 6.568977210399150e-02) (-2.030178017390972e-19 -2.417041897160314e-19 2.022864401500909e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0878000              	((-2.319386424961362e+00 -1.052871363939114e+02 4.710852344707001e-18) (-2.735276138995478e+00 3.646329634534296e-02 -2.759696859408496e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((9.211269049300751e-22 2.151084328697212e-21 6.568977210399150e-02) (-2.030178017390972e-19 -2.417041897160314e-19 2.022864401500909e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0878500              	((-2.320711721551546e+00 -1.052900960659728e+02 -1.080817438346387e-17) (-2.734605927132611e+00 3.646450963341290e-02 9.949394609976971e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-8.213334785769649e-21 -4.786881280017684e-21 6.570258016595507e-02) (7.418273173588580e-20 1.010948456316029e-19 2.022378004738787e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0878500              	((-2.320711721551546e+00 -1.052900960659728e+02 -1.080817438346387e-17) (-2.734605927132611e+00 3.646450963341290e-02 9.949394609976971e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-8.213334785769649e-21 -4.786881280017684e-21 6.570258016595507e-02) (7.418273173588580e-20 1.010948456316029e-19 2.022378004738787e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0879000              	((-2.322037132706588e+00 -1.052930534965784e+02 2.952488488390388e-20) (-2.733935351054459e+00 3.646565126031280e-02 -7.757202821360968e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((4.508640780251016e-21 6.150734691448037e-22 6.571538419175109e-02) (-5.714277982020187e-20 -1.326575270877874e-19 2.021891368681088e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0879000              	((-2.322037132706588e+00 -1.052930534965784e+02 2.952488488390388e-20) (-2.733935351054459e+00 3.646565126031280e-02 -7.757202821360968e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((4.508640780251016e-21 6.150734691448037e-22 6.571538419175109e-02) (-5.714277982020187e-20 -1.326575270877874e-19 2.021891368681088e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0879500              	((-2.323362664776288e+00 -1.052960089311136e+02 -6.073322817062733e-18) (-2.733264785956477e+00 3.646674877715459e-02 1.375939008467419e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-5.387227595613162e-21 -3.066689184070770e-21 6.572818413788080e-02) (1.035014917687548e-19 2.281987432353665e-19 2.021404778313844e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0879500              	((-2.323368596095789e+00 -1.052963815918149e+02 6.228352727507454e-19) (-2.733273621418554e+00 3.646678385755205e-02 -1.675568363173641e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((1.021668508482949e-20 4.167877998540887e-22 6.572839748358708e-02) (-1.638461610580184e-20 -1.900431190064670e-19 2.021411245029359e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0879500              	((-2.323332066904511e+00 -1.052958563361454e+02 1.191980526569693e-18) (-2.733282218738652e+00 3.646636977522252e-02 -1.094458573813393e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-2.889811401482522e-20 5.864506629873231e-22 6.572827689537195e-02) (-7.895364881800950e-20 -1.549580400915667e-20 2.021416292362454e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0879500              	((-2.323334420744100e+00 -1.052959517724752e+02 9.727188285273073e-18) (-2.733283809357939e+00 3.646635367207476e-02 2.215635463843749e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((2.572918358545726e-21 5.195788042365199e-21 6.572831772340229e-02) (1.321669910213485e-20 -1.580966450434708e-19 2.021417511214026e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0879500              	((-2.323334420744100e+00 -1.052959517724752e+02 9.727188285273073e-18) (-2.733283809357939e+00 3.646635367207476e-02 2.215635463843749e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((2.572918358545726e-21 5.195788042365199e-21 6.572831772340229e-02) (1.321669910213485e-20 -1.580966450434708e-19 2.021417511214026e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0880000              	((-2.324632009155716e+00 -1.052988547103756e+02 -1.332796250713717e-17) (-2.732633149948537e+00 3.646727756903263e-02 1.307613734525351e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-2.480295230369036e-20 -6.433536983549348e-21 6.574124949605564e-02) (9.658276158783095e-20 1.494489749309483e-19 2.020944338980802e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0880000              	((-2.324645724925389e+00 -1.052994249789298e+02 -9.616869031880009e-18) (-2.732643138039939e+00 3.646745323856497e-02 1.890250480469893e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-5.226996698976540e-21 -2.978913697636397e-21 6.574153074530618e-02) (1.102345076511017e-20 -8.473099378446659e-20 2.020951873519244e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0880000              	((-2.324637296197588e+00 -1.052988844926401e+02 -7.981997627278364e-18) (-2.732627508338312e+00 3.646731433859338e-02 -3.599324076273525e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((1.098745363844553e-20 -3.565164958029206e-21 6.574107372323447e-02) (-2.440804982565886e-20 1.069005374954627e-19 2.020940634279409e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0880000              	((-2.324641195282523e+00 -1.052989693962271e+02 3.595509619337276e-18) (-2.732627928064850e+00 3.646723686512444e-02 -7.522291943537634e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((9.279939357884242e-21 1.781072721513468e-21 6.574111707024827e-02) (-5.674747832878522e-20 -1.095058638429123e-19 2.020941047403778e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0880000              	((-2.324641195282523e+00 -1.052989693962271e+02 3.595509619337276e-18) (-2.732627928064850e+00 3.646723686512444e-02 -7.522291943537634e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((9.279939357884242e-21 1.781072721513468e-21 6.574111707024827e-02) (-5.674747832878522e-20 -1.095058638429123e-19 2.020941047403778e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0880500              	((-2.325948184506982e+00 -1.053019886743379e+02 3.792756451159786e-18) (-2.731972451684573e+00 3.646822534297737e-02 6.596411761432399e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-1.143138560201934e-21 2.638696272903652e-21 6.575391363947972e-02) (4.862500397293476e-20 2.613372462542565e-21 2.020464921688886e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0880500              	((-2.325971213191194e+00 -1.053030415076580e+02 6.924424216604607e-18) (-2.731993249337444e+00 3.646860607302196e-02 1.857988246841554e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((1.200017225082334e-20 3.731423261827404e-21 6.575449197830041e-02) (1.362267612509820e-19 1.026726310499529e-19 2.020480402052138e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0880500              	((-2.325959710745758e+00 -1.053031345788474e+02 -1.694202509789553e-18) (-2.732003906168205e+00 3.646885896226551e-02 1.700042011119220e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-2.186238050368757e-20 -7.123139352293617e-22 6.575475816100805e-02) (1.250307652651736e-19 4.366515196477682e-20 2.020487460846935e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0880500              	((-2.325935317151783e+00 -1.053021792615412e+02 -7.239831749581707e-18) (-2.731987360691231e+00 3.646839039046906e-02 -3.808745190177941e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-1.916321060979442e-20 -2.753193635144466e-21 6.575426605341456e-02) (-2.639636837329404e-20 1.305740024128632e-21 2.020475008064669e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0880500              	((-2.325936865514781e+00 -1.053022839263811e+02 1.362057960073604e-18) (-2.731989884814819e+00 3.646845106754523e-02 -3.376286225909495e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-2.172563883241698e-22 7.424554321894894e-22 6.575432524483898e-02) (-2.106057043106973e-20 6.446535127207932e-20 2.020476870688724e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0880500              	((-2.325936865514781e+00 -1.053022839263811e+02 1.362057960073604e-18) (-2.731989884814819e+00 3.646845106754523e-02 -3.376286225909495e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-2.172563883241698e-22 7.424554321894894e-22 6.575432524483898e-02) (-2.106057043106973e-20 6.446535127207932e-20 2.020476870688724e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0881000              	((-2.327232812739898e+00 -1.053056015085767e+02 6.540979743151336e-18) (-2.731352293648050e+00 3.646978292677841e-02 3.350355170060204e-18) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((1.424282365548114e-20 2.574444244236975e-21 6.576753113588857e-02) (-1.973898217757512e-22 -1.566879589592134e-19 2.020013070780874e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0881000              	((-2.327240991629690e+00 -1.053059960213401e+02 8.869627033672626e-18) (-2.731359914654208e+00 3.646982934467814e-02 3.417275182129933e-18) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((8.598301717873076e-21 4.551998393156447e-21 6.576771925307291e-02) (-1.376013223694693e-21 -1.318752764006109e-19 2.020018751475811e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0881000              	((-2.327210339471729e+00 -1.053050581087180e+02 -6.187251200066305e-18) (-2.731345799446825e+00 3.646899280797579e-02 -3.732925184371549e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-1.002130725923380e-20 -9.897078518206838e-22 6.576705141178638e-02) (-2.942517285593046e-20 -2.479401383649657e-20 2.020007930516504e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0881000              	((-2.327222963199109e+00 -1.053054574223400e+02 -5.833823625291144e-18) (-2.731352201731601e+00 3.646907049783264e-02 -1.615491993310245e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-6.698241929394941e-21 -3.814143225932053e-22 6.576727832799158e-02) (-1.224201708566860e-19 -2.473200310298853e-19 2.020012765343778e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0881000              	((-2.327222963199109e+00 -1.053054574223400e+02 -5.833823625291144e-18) (-2.731352201731601e+00 3.646907049783264e-02 -1.615491993310245e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-6.698241929394941e-21 -3.814143225932053e-22 6.576727832799158e-02) (-1.224201708566860e-19 -2.473200310298853e-19 2.020012765343778e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0881500              	((-2.328509306935582e+00 -1.053086330553927e+02 4.443589726055384e-18) (-2.730714850504448e+00 3.646979269575426e-02 -1.974183429048416e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((5.461677411428048e-21 1.777020340062157e-21 6.578022885807841e-02) (-1.439903410225095e-19 -1.594824580849733e-19 2.019548956179393e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0881500              	((-2.328519703124524e+00 -1.053091259274816e+02 2.039607305837934e-18) (-2.730724273563187e+00 3.646992834689443e-02 -1.401212846963590e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-9.919548064522327e-21 1.393610702980635e-21 6.578047935472808e-02) (-1.033516921421093e-19 -1.620397198487469e-19 2.019555985655096e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0881500              	((-2.328503406363307e+00 -1.053088535602283e+02 -2.891128446569217e-18) (-2.730722216759901e+00 3.646993157676560e-02 1.114443867646856e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((1.291932760967625e-20 -1.306591405949780e-21 6.578025336046124e-02) (8.058961657991172e-20 3.471458093520392e-20 2.019554228932627e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0881500              	((-2.328501925326835e+00 -1.053087424691612e+02 -7.010081524000598e-18) (-2.730719177747079e+00 3.646985708032346e-02 2.270087358361743e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-8.009607028505935e-21 -1.472600825217530e-21 6.578019529129200e-02) (1.656968888674949e-19 2.052943410964691e-19 2.019552007195947e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0881500              	((-2.328501925326835e+00 -1.053087424691612e+02 -7.010081524000598e-18) (-2.730719177747079e+00 3.646985708032346e-02 2.270087358361743e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-8.009607028505935e-21 -1.472600825217530e-21 6.578019529129200e-02) (1.656968888674949e-19 2.052943410964691e-19 2.019552007195947e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0882000              	((-2.329781145579553e+00 -1.053120299237860e+02 -5.393927141786842e-18) (-2.730086613992342e+00 3.647075766777799e-02 -1.503954173807034e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-1.130632586457839e-21 -1.853854296625586e-21 6.579310976398428e-02) (-1.062294973839982e-19 8.004991412733312e-21 2.019091638038766e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0882000              	((-2.329775212016923e+00 -1.053118150491435e+02 2.330457491094664e-19) (-2.730082580321047e+00 3.647070029454118e-02 4.466658053522955e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-8.850782341930656e-21 8.927325535548080e-22 6.579302437061677e-02) (3.281955948097905e-19 3.595698755762195e-19 2.019088523991288e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0882000              	((-2.329814021731150e+00 -1.053138265158500e+02 -9.489894081065256e-18) (-2.730125202164300e+00 3.647235880014314e-02 3.846867423141969e-17) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-1.699438020068273e-20 -4.058576566179390e-21 6.579433246602617e-02) (2.869319256524654e-20 -4.393953227194110e-22 2.019119710154787e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0882000              	((-2.329782709963211e+00 -1.053124693335166e+02 -1.766049629220760e-18) (-2.730096773258976e+00 3.647205337040318e-02 -3.355514100432629e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((1.054472823981751e-21 1.481621406080008e-23 6.579361675414808e-02) (-2.456668541723573e-19 -2.636608568069405e-19 2.019098319347224e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0882000              	((-2.329776919957253e+00 -1.053122704283006e+02 -6.104695044192468e-18) (-2.730094814928558e+00 3.647182408087370e-02 1.929141918745132e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-1.199091872160076e-21 -1.851816095542684e-21 6.579351859240241e-02) (1.463573263171225e-19 2.649857456320342e-19 2.019096833720826e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0882000              	((-2.329776919957253e+00 -1.053122704283006e+02 -6.104695044192468e-18) (-2.730094814928558e+00 3.647182408087370e-02 1.929141918745132e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-1.199091872160076e-21 -1.851816095542684e-21 6.579351859240241e-02) (1.463573263171225e-19 2.649857456320342e-19 2.019096833720826e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
0.0882500              	((-2.331052240453093e+00 -1.053158024627433e+02 -3.135118150415577e-18) (-2.729470867439524e+00 3.647392012664506e-02 1.423181269413995e-16) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00)) ((-5.037601475446658e-21 -1.206530191303418e-21 6.580683979490737e-02) (1.019788805604047e-19 -9.120636532131560e-20 2.018642019172364e-03) (0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00))
